03/15/2023 08:30:00,Unlock the Full Potential of Your IBM i Applications: A Guide to Modernization and Automation,"IBM i applications have been successfully serving business operations for decades. Modern technologies are enabling new levels of automation, scalability, resiliency and flexibility. In this session, IBM i business & IT strategy expert Frederic Marceau will discuss what application modernization and transformation is and the various options available to help businesses realize the full potential of their IT, while building on the value of their IBM i applications. Frederic will also explore:
- Modernization approaches and automated solutions
- Code and DB conversion
- Cloud infrastructure and strategies
- DevOps’ principles and tools
- Open-source software",Frédéric,Marceau,Fresche Solutions,"Senior Strategist, Client Advisory","Frederic works with IBM i clients to equip them with the best transformation strategy moving forward. As a Senior Strategist, he is a creative thinker and well versed in a wide array of technologies, methodologies and toolsets.​ ",Courtyard 1
03/15/2023 08:30:00,VS Code and IBM i Workshop,,Liam,Allan,IBM,Advisory Software Engineer | Visual Studio Code fellow,"Liam Allan, an IBM Champion, helps IBM i development teams modernize their applications and bridge the gap between traditional and modern development practices. Founder of Works of Barry, he specializes in DevOps, RPG, ILE, Node.js, PHP, PASE and open source. He also supports the community by creating open source tools — such as the ILEditor — that make IBM i development more intuitive for the next generation. His passion is to bring IBM i and the world of open-source closer together. ",Courtyard 3
03/15/2023 08:30:00,"Give Me An Hour, and I'll Give You A Week!","""Hey, do you have a minute?"" We're asked that question many times every day, and while we say yes, the sad answer is... NO! Our lives and our careers are busier than ever. Feel like you're barely keeping your head above water at work? You're not alone. We struggle to keep up with the demands of our careers while retaining some semblance of balance between work and personal time. Come to this session and learn the life hacks you need to supercharge your productivity! By the end of the session you'll have the tools to save over 168 hours - that's one full week - every year! What will you do with all that extra time?",Steve,Wolk,PC Richard & Son,CTO,"Steven Wolk is the Chief Technology Officer for PC Richard & Son, a family owned and operated chain of 66 appliance and electronics superstores located throughout NY, NJ, CT, and PA. Founded in 1909, PC Richard has always been known for honesty, integrity, and reliability throughout it's over 113 year history. Steve joined PC Richard & Son in 1986. In 2000, after working his way through a number of IT related roles, he assumed his current position as the company’s first CTO. As CTO, he considers himself very fortunate to lead a large in-house team of very talented software developers. Together, they bring their combined extensive retail experience to bear in the application of new technologies to improve business processes and efficiency to create a competitive advantage for this unique company. Steve is an IBM i zealot and advocate, and is deeply involved in the IBM i community. He’s very proud to be an IBM Power Systems Champion since 2020. Steve is a long-standing speaker at COMMON conferences, a subject matter expert, a member of COMMON’s Strategic Education Team, and speaks at IBM i related conferences globally. He is also a member of the board of directors for The LUG (Large User Group), a group of over 100 of the world’s largest users of IBM technology, currently serving as the Communications Officer. Steve is also a board member of LISUG, the Long Island Systems User’s Group, and enjoys his role as emcee of LISUG’s monthly educational and networking events. ",Chicago Hall
03/15/2023 08:30:00,Handling JSON with DATA-INTO and DATA-GEN in ILE RPG,"Two of the most significant features added to ILE RPG recently are the DATA-INTO and DATA-GEN opcodes. The most common use case is to read and/or create JSON files. Since JSON has become crucial to IBM i businesses, these are must-know features!",Scott,Klement,Midrange Dynamics,Development and Solution Architect,"Scott Klement is a Development and Solutions Architect at Midrange Dynamics. He also volunteers as a member of COMMON's Board of Directors and Strategic Education Team. He is the author of around 1000 articles and a dozen open source projects. Scott's efforts to help out the IBM i Community have resulted in dozens of awards and accolades, including an IBM Innovation Award, Gary Guthrie Award, Al Barsa Scholarship, John T Earl Scholarship, medals from the American Society of Business Publication Editors, and the COMMON Speaker Excellence Hall of Fame. IBM has named Scott an IBM Champion for Power Systems. ",Geneva 3
03/15/2023 08:30:00,Anatomy of a Password,"Have you thought about the passwords you use on your systems? What rules or restrictions do you have in place? But more importantly, why?! Have you ever thought about what those rules actually do to your passwords? Do you think they are making you more secure or less secure? In this presentation, we will cover passwords in depth, in theory, and specific to IBM i. Can your IBM i password be hacked? Come and find out at this inquisitive session! Updated with the latest IBM i 7.5 information.",Robert,Andrews,IBM,Principal Security Consultant,"Robert Andrews is a Principal Security Consultant (STSM) and the Team Lead for the IBM i Security and Authentication Technology Expert Labs team in Rochester, MN.  He is an IBM certified Thought Leader for security and The Open Group certified Distinguished Technical Specialist.  Besides security, Robert is an expert in Db2 database, journaling, and DDM/DRDA.  In addition to his technical work at IBM, Robert has been strongly involved in Emergency Management and Communications for over a decade at all levels from local to federal.  Robert has published seven books, numerous trade articles, was issued four US patents, and holds degrees in mathematics, computer science, education, and management. ",Madison
03/15/2023 08:30:00,Boolean - The New Data Type in SQ,"In this session you will learn how to define columns in tables and views, but also how to convert data in a character or numeric data type into BOOLEAN. But what if we have to deal with this data type in programming languages such as RPG?",Birgitta,Hauser,Independent Consultant,Database and Software Architect,"Birgitta Hauser worked on the IBM i and its predecessors since 1992. She graduated with a business economics diploma, and started programming on the AS/400 in 1992. She worked and works as traditional RPG Programmer but also as Database and Software Engineer, focusing on IBM i application and database modernization.
Currently she is an independent consultant and works in Consulting, Application Modernization on IBM i and especially Database Modernization on Db2 for i. She also provides individual programming on IBM i to her customers.
Additionally, she also works in education as a trainer for RPG and SQL developers.
Since 2002 she has frequently spoken at the COMMON User Groups and other IBM i and Power Conferences in Germany, other European Countries, USA and Canada.
In addition, she is co-author of two IBM Redbooks and also the author of several articles and papers focusing on RPG and SQL for the ITP Verlag (a German publisher), IT Jungle Guru and IBM DeveloperWorks.
In 2015 she received the John Earl Speaker Scholarship Award. In 2018 she received the Al Barsa Memorial Scholarship Award.
IBM Champion since 2020 ",Geneva 1
03/15/2023 08:30:00,Case Studies of Common Performance Failures,"There are many common performance problems that can impact almost any shop. This session will review real-world performance issues, covering the details of the issue, the impact to the business, and the analysis that was done to identify and resolve the problem. The case studies include both application issues and environmental issues. Understanding these common problems can help you prevent them from happening in your shop.",Dawn,May,"Dawn May Consulting, LLC",Owner,"Dawn May is a leading authority on work management, systems management, performance, and diagnostics, with intimate knowledge of the IBM i operating system developed through her distinguished career with IBM.
Today, as an independent consultant, she focuses her skills on helping companies troubleshoot issues and plan for the future while teaching them how to get the most out of their IBM i systems.
Dawn is the author of the i Can blog published by TechChannel; a frequent speaker at local user group meetings, IBM i conferences around the world; and an innovator with five patents.
In her spare time, Dawn enjoys the art of photography, sewing, baking bread, and solving puzzles. ",Milwaukee
03/15/2023 08:30:00,Tips for Administering IBM Navigator for i,,Tim,Rowe,IBM,Business Architect Application Development & Systems Management for IBM i,Tim Rowe is the Business Architect responsible for Application Development and Systems Management for the IBM i operating system. His responsibilities include helping to make sure that the IBM i has what is needed to be successful both today and into the future. He sends much of his time also helping customers understand what is possible on our platform when it comes to modernization. ,Geneva 2
03/15/2023 10:15:00,IBM i Business Resiliency,"In this session, you will be introduced to the world of IBM i business continuity and what you need to know to deliver the RTO (Recovery Time Objective) and RPO (Recovery Point Objective) your business needs to stay competitive and operational in today's high demand business environment. From simple physical tape backups to full-blown Active/Active DB2 mirror, and everything in between. Join us as we navigate the waters of IBM i business continuity. -Point in Time backup options - Offsite backup solutions - Hardware and Software based replication options - Attaining Point in Time Backup in 24×7 operations - DB2 Mirror for Active/Active Enterprise-class resiliency",Richie,Palma,iTech Solutions | A Service Express Company,Senior Solution Consultant,"A Tech Solutions Consultant for iTech Solutions Group, IBM Champion for Power, IBM Fresh Face, founder of the “Midrange Meetup” in Grand Rapids, Michigan, on the steering committee for YIP’s (Young i Professionals), and on the board for SEMIUG (South East Michigan IBM i User Group). I spend most my professional time working with clients running on IBM Power Systems and especially IBM i. With a background and passion for lean manufacturing my mind is wired to seek the most efficient means toward producing a desired result. IBM Power Systems think the same way, and they can, due to IBM owning the whole solution stack. We believe in extreme efficiency, not sprawling server farms that require Band-Aids, duct-tape and lots of attention. Efficiency within the walls of the data center can and is driving competitive advantage across all industries. I believe it’s my duty to share my knowledge and experiences with companies, so they can make an educated decision prior to purchasing that next x86 data center brick. I also speak at conferences and local user group meetings, attend industry conferences/events, and deliver opinions, ideas, and lessons learned through social media and authoring articles. ",Courtyard 3
03/15/2023 10:15:00,Managing IBM i PTFs,"In this session we will discuss:

What are PTFs?

Why do I need them?

How do I get them?

Which ones do I need?

In this session we will describe PTFs, Cumultative PTFs, and other PTF Groups. We'll discuss how to find out what you have, how to get them, and how to put them in place. We'll help you determine what PTF strategy is the one for you and your system.
Learning Objectives:
What PTFs, and PTF Groups are and why you need them.

How to get PTFs and load them onto your System i.

The use of Virtual Image Catalogs and Virtual DVD drives to save time and problems in the PTF process.

How to determine which PTFs you need for your system.",Larry,Bolhuis,Service Express Inc.,Cloud and Datacenter Engineer,"Larry has grown up with computers since his father became a CE in 1967. He obtained a bachelor's degree in Computer Science from Calvin College in 1982 and soon after began working on IBM midrange equipment with the S/34 and S/36. Larry began working on the As/400 at its introduction In 1988.After spending many years as a developer Larry began working on communications, networking, and systems management tasks. Years of working with SNA, SDLC, SNADS, APPC, APPN followed by Token Ring, Ethernet, and TCP/IP tough strong communications troubleshooting skills. In addition to networking on the IBM side Larry learned the infrastructure components of the network including switches routers and firewalls, working chiefly with Cisco equipment.In 15 years as an IBM Business partner Larry worked with IBMs systems from design through implementation and migration. He has worked on the smallest and largest and everything in between. He has been involved in many Beta and other early release programs with IBM. Larry has held more than 30 IBM certifications on the AS/400, iSeries, System i and Power Systems, including IBM Certified Advanced Technical Expert and is a contributing author to many IBM Certification tests.Larry has been an award winning speaker at users groups around North America covering Systems design and management, networking and connectivity, work management, PTF, and Hardware Management Console topics. He has been a long time volunteer and speaker with COMMON and has been awarded Gold, Silver and Bronze medals and also it's highest Honor the Distinguished Service Award. Larry currently serves on the Education team at COMMON. Larry has also been selected as an IBM Champion for the past three years.",Chicago Hall
03/15/2023 10:15:00,Modernization and 21st Century Skills,,Jim,Buck,imPower Technologies,CEO and Head Instructor,"Jim Buck’s career in IT has spanned more than 35+ years, primarily in college education, manufacturing, and healthcare industries. Past president (13 years) of the Wisconsin Midrange Computer Professional Association (www.wmcpa.org) and has served on several teams developing IBM and COMMON certification tests. Jim has co-authored several IBM i books with Bryan Meyers that are used by many companies and in colleges worldwide, ""Programming in ILE RPG"" 5th Edition being the latest in 2015.Other accomplishments include; recipient of the 2007 IBM System i Innovation – Education Excellence Award, 2014 COMMON Presidents Award and named 2013/2016/2017/2018/2019/2020/2021 IBM Champion - Power Systems.Jim is the president and founder of imPower Technologies where he provides professional IBM I training and consulting services (www.imPowerTechnologies.com) . He is active in the IBM i community working to help companies train their employees in the latest IBM technologies and helps companies develop the next generation of IBM i professionals. ",Courtyard 2
03/15/2023 10:15:00,"Streaming/Replicating Db2i Data into ""The Cloud""","Another part of the company is wanting to leverage a cloud based server for some requirement - advanced analytics, pricing applications, AI/ML project, micro-services, etc. They are coming to IBM i I/T folks to ask how they can get critical data that they need from Db2 for i. This session will answer that question for you, including a couple of approaches using open source Apache Kafka.

Learning Objectives:

1. Learn about Apache Kafka as the glue to stream data
2. Understand different approaches and the advantages/disadvantages of those approaches.
3. Enhance your knowledge of the data streaming into cloud services world",John,Wescott,IBM,"Analytics Consultant, DB2 for i","John Westcott is a member of the Db2 for i Database and Analytics team in IBM’s Technology Services (formerly Lab Services). A consultant with over 35 years’ experience on IBM i, his skills include Business Intelligence, Business Analytics, Database Modernization, SQL and RPG Development. As a member of the Database team his primary focus is on best practices, implementation, and skills transfer for database design, dimensional modeling, ETL pipelines, data warehousing, Db2 for i Web Query, and DataMigrator. ",Geneva 3
03/15/2023 10:15:00,Strategic IT – Partnering with the Business and Communicating for Success,"What are your career goals? Sure, we're all great with technology, but to continue growing in our careers requires that we do the unthinkable... we actually have to TALK to each other. And even worse... we have to TALK to the business people in our companies! Why? WHY? Why would we possibly want to TALK to PEOPLE? The answer to that question is that today more than ever, technology IS the business. So it makes sense that IT can help or hurt a business more than ever. It's critical that we align our IT efforts, goals, and strategies with those of the business - and all of that requires good communication. Would you like to have a seat at the table, to be taken seriously as a businessperson, and to have a voice in the decisions our companies make? Then this is the interactive workshop for you. Fair warning... this will be an INTERACTIVE workshop. Attendees will be encouraged to speak in front of the group, and will be divided into teams to work together on critical thinking exercises and role play. Yes, you'll be asked to talk, to work in groups, and to role play. If you find that uncomfortable, perfect! Take that first step outside your comfort zone. Enroll, participate, be uncomfortable, and grow... and you may just find yourself listened to with newfound respect and interest by your business. Come to this interactive workshop to partner with your business and communicate for success.",Steve,Wolk,PC Richard & Son,CTO,"Steven Wolk is the Chief Technology Officer for PC Richard & Son, a family owned and operated chain of 66 appliance and electronics superstores located throughout NY, NJ, CT, and PA. Founded in 1909, PC Richard has always been known for honesty, integrity, and reliability throughout it's over 113 year history. Steve joined PC Richard & Son in 1986. In 2000, after working his way through a number of IT related roles, he assumed his current position as the company’s first CTO. As CTO, he considers himself very fortunate to lead a large in-house team of very talented software developers. Together, they bring their combined extensive retail experience to bear in the application of new technologies to improve business processes and efficiency to create a competitive advantage for this unique company. Steve is an IBM i zealot and advocate, and is deeply involved in the IBM i community. He’s very proud to be an IBM Power Systems Champion since 2020. Steve is a long-standing speaker at COMMON conferences, a subject matter expert, a member of COMMON’s Strategic Education Team, and speaks at IBM i related conferences globally. He is also a member of the board of directors for The LUG (Large User Group), a group of over 100 of the world’s largest users of IBM technology, currently serving as the Communications Officer. Steve is also a board member of LISUG, the Long Island Systems User’s Group, and enjoys his role as emcee of LISUG’s monthly educational and networking events. ",Milwaukee
03/15/2023 10:15:00,Programming Standards and Guidelines,We have all unfortunately seen really bad code or really bad practices. Have you ever wanted to take that code and throw it against the wall and start over? This session will give you the steps and guidelines that will help you start the discussion so you and your colleagues can implement standards and guidelines and start the process of cleaning up your code or the code you have inherited.,Marina,Schwenk,Everbrite,Senior Programmer Analyst,"Marina started her career in January 2015 at Everbrite LLC in Greenfield WI after graduating from Gateway Technical College in May of 2014 with an Associate’s degree in IT Software Development. Marina works as a Senior Programmer Analyst at Everbrite and her primary development is RPG, SQL and Java and she is also the IBM i admin at Everbrite. Marina earned her bachelor’s degree in Computer Information Systems Software Development from Bellevue University in June of 2017. Marina is an IBM Champion, is currently the vice president for the Wisconsin Midrange Computer Professional Association(WMCPA) users group, a member of COMMON’S New to IBM i (N2i) committee, a COMMON board member, a member of COMMON America Advisory Council (CAAC), a private tutor in English and Programming for students at an associates or bachelor’s degree level, a public speaker on topics ranging from RPG, SQL standards and unit testing, and was named a IBM fresh face for 2019. She has also completed two open source projects the first is logging in RPG and IBMiUnit, a RPG unit testing framework. ",Courtyard 1
03/15/2023 10:15:00,Expand and Simplify RPG Using C-C++ Run-Time Functions,"Although RPG has an extensive set of operations and functions that the developer can use, there are many functions provided by the C-C++ run-time that can enhance what the developer can do with RPG. And these are often very easy to use.
Learn how to find documentation for C-C++ functions
Learn how to create prototypes for this type of function
Discover simple useful functions like access() and system()
Explore more complex examples of C-C++ functions",Vern,Hamberg,"Ecolab, Pest Elimination",Senior IT Developer,"Vern has worked on IBM midrange systems for over 30 years, beginning with the System/38 and AS/400. At present he is a Senior IT Developer for the Pest Elimination division at Ecolab. He also serves on the COMMON Americas Advisory Council (CAAC) and SET and is one of the SMEs for Db2.  He is degreed in both music and mathematics, which gives him a distinct approach to the art and science of programming. In his spare time he participates in various musical pursuits, such as playing trumpet in a community band, singing in a pretty-good a capella choral group, working with local musical theater productions, and most recently playing keyboard in the Zuhrah Shrine Flames big band and accordion in a weekly jazz workshop – quite a stretch! ",Madison
03/15/2023 10:15:00,Tricks with Spool Files using SQL,"In the past few releases and TRs IBM has introduced a number of SQL services, views, and table functions that allow anyone to do things to spool files that they would have had to use APIs or complex programming. Become the superstar at your company with the knowledge on how to do all of this with just a few SQL statements.",Simon,Hutchinson,RPGPGM.COM,Author,"Simon has been writing his acclaimed IBM i blog, RPGPGM.COM, for almost ten years sharing his knowledge, experience, and giving many detailed examples of the latest RPG, SQL, and CL. He has been recognized by IBM as an IBM Champion for Power (since 2021), and as an IBM i Community Advocate.

Since its founding, in 2020, Simon has been the president of the Central Texas IBM i User Group, CTXiUG. ",Geneva 1
03/15/2023 12:45:00,Keynote,,Tim,Rowe,IBM,Business Architect Application Development & Systems Management for IBM i,Tim Rowe is the Business Architect responsible for Application Development and Systems Management for the IBM i operating system. His responsibilities include helping to make sure that the IBM i has what is needed to be successful both today and into the future. He sends much of his time also helping customers understand what is possible on our platform when it comes to modernization. ,Geneva 1
03/15/2023 14:15:00,Building a Web Based System Management Dashboard,,Larry,Armond,Greater Regional Alliance of REALTORS®,Director of Application Development,"Larry began his career working and IBM and NCR mainframes in 1977, and has been working on IBM midrange systems since 1993. He has spent most of his career as an application systems developer and has been developing web site applications on IBM systems since 1999.

He is currently Director of Application Development with the Greater Regional Alliance of REALTORS® (GRAR) in Grand Rapids, MI where he has been involved in all aspects of system development since 2008.

Larry and the team at GRAR were the 2017 Common/IBM Innovation Award winner for the modernization of their public website (GRAR.COM), using a combination of RPG, SQL, DB2, PHP and open source tools on the IBM i. ",Milwaukee
